system:index,ISO3,groups,ucode,.geo
00000000000000000565,TWN,"[{combination_id=4, sum=21.392482081716697}, {combination_id=5, sum=2.4932340532541275}, {combination_id=6, sum=0.023156000301241875}, {combination_id=12, sum=165682.87783844842}, {combination_id=13, sum=263006.27348405693}, {combination_id=14, sum=261.0076637113476}, {combination_id=15, sum=2222.295992630494}, {combination_id=20, sum=1.0367611812610251}, {combination_id=22, sum=3.539846040410738}, {combination_id=28, sum=269526.6140384146}, {combination_id=29, sum=97554.96031730327}, {combination_id=30, sum=140.63938858660447}, {combination_id=31, sum=335.6596190064963}, {combination_id=92, sum=17945.170740581896}, {combination_id=93, sum=1651.2400187791563}, {combination_id=141, sum=553.315690100193}]",TWN_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000572,HKG,"[{combination_id=4, sum=580.3487699591662}, {combination_id=6, sum=50.226470875763795}, {combination_id=12, sum=405350.8540073212}, {combination_id=13, sum=3513.803548860272}, {combination_id=14, sum=49712.12163614137}, {combination_id=15, sum=3646.943961957411}, {combination_id=20, sum=1779.482381067087}, {combination_id=22, sum=659.6908832448224}, {combination_id=28, sum=299213.23674460524}, {combination_id=29, sum=4430.836647368143}, {combination_id=30, sum=4232.770150966348}, {combination_id=31, sum=6649.145591566344}, {combination_id=68, sum=57.99177806079388}, {combination_id=76, sum=4060.42707388014}, {combination_id=78, sum=201.37125013786203}, {combination_id=140, sum=8712.911930112512}, {combination_id=142, sum=1940.483048296476}]",HKG_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146,BEL,"[{combination_id=24, sum=1914.131005493674}, {combination_id=25, sum=57.12215820574484}]",BEL_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147,BEL,"[{combination_id=8, sum=109960.53123976152}, {combination_id=9, sum=5430.617136430717}, {combination_id=10, sum=4468.3983142068755}, {combination_id=11, sum=162.37400579489656}, {combination_id=16, sum=341286.6952321509}, {combination_id=17, sum=13561.83488260887}, {combination_id=18, sum=3685.0136049992316}, {combination_id=19, sum=313.52589468992346}, {combination_id=24, sum=1123843.5696037817}, {combination_id=25, sum=41443.56026781551}, {combination_id=26, sum=56764.29337929959}, {combination_id=27, sum=3574.314821570484}, {combination_id=64, sum=266.15962006896734}, {combination_id=66, sum=51.48164910362539}, {combination_id=72, sum=5901.248327116893}, {combination_id=73, sum=178.43196513265863}, {combination_id=74, sum=2519.6484647133925}, {combination_id=75, sum=137.65132213937773}, {combination_id=80, sum=4668.449665365416}, {combination_id=81, sum=923.4748529270873}, {combination_id=88, sum=52197.8482765337}, {combination_id=89, sum=3565.320732119742}, {combination_id=90, sum=541.5413703306989}, {combination_id=91, sum=0.0038169998970261076}, {combination_id=152, sum=10.931030810043044}, {combination_id=154, sum=366.0565942787225}]",BEL_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148,BEL,"[{combination_id=16, sum=7586.667579567229}, {combination_id=24, sum=32230.3676364974}, {combination_id=25, sum=374.7122893887733}]",BEL_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000149,BEL,"[{combination_id=24, sum=401806.7380913453}, {combination_id=25, sum=19370.648481256336}, {combination_id=88, sum=28286.28613368017}, {combination_id=89, sum=11472.022526377139}]",BEL_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002dd,CIV,"[{combination_id=1, sum=11710.021497931624}, {combination_id=2, sum=8.850003937010964}, {combination_id=8, sum=9259.792348605544}, {combination_id=9, sum=723.3798417775819}, {combination_id=16, sum=220111.62878221384}, {combination_id=17, sum=48694.97616601377}, {combination_id=18, sum=72.7808005347437}, {combination_id=19, sum=113.95275039051194}, {combination_id=24, sum=45973.00123934348}, {combination_id=25, sum=5141.092282434191}, {combination_id=64, sum=687.7859031137735}, {combination_id=65, sum=2811.2633222188506}, {combination_id=66, sum=5.958740060469683}, {combination_id=67, sum=2.7476840019226074}, {combination_id=80, sum=10867.168693563552}, {combination_id=81, sum=1254.781231794681}, {combination_id=88, sum=7.8456229316253285}, {combination_id=89, sum=3.052978206557386}]",CIV_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002de,CIV,"[{combination_id=1, sum=507.7311379260653}, {combination_id=2, sum=35.864691260636}, {combination_id=3, sum=0.9174579977989197}, {combination_id=8, sum=69419.71020824871}, {combination_id=9, sum=8251.33280091982}, {combination_id=11, sum=0.9025599956512451}, {combination_id=16, sum=36318.648283583025}, {combination_id=17, sum=1167.7706657366082}, {combination_id=24, sum=3348303.796621215}, {combination_id=25, sum=50468.494702079835}, {combination_id=48, sum=159585.3660513686}, {combination_id=49, sum=664.8409850060125}, {combination_id=56, sum=3088570.4075052077}, {combination_id=57, sum=17715.794661941378}, {combination_id=64, sum=39.691332078378764}, {combination_id=65, sum=22.4687339970842}, {combination_id=72, sum=15730.19958889857}, {combination_id=73, sum=143.204884024956}, {combination_id=80, sum=23319.796169768524}, {combination_id=81, sum=6.246607997454703}, {combination_id=88, sum=100065.52937157056}, {combination_id=89, sum=231.25053396471776}, {combination_id=112, sum=54054.42211929668}, {combination_id=113, sum=212.2549482464335}, {combination_id=120, sum=866718.742415211}, {combination_id=121, sum=10039.988363783163}, {combination_id=152, sum=2.066058981232345}, {combination_id=176, sum=301.97026005142834}, {combination_id=177, sum=4.032272957731038}, {combination_id=184, sum=184.62864895444363}, {combination_id=185, sum=11.308213928714395}]",CIV_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002df,CIV,"[{combination_id=48, sum=36646.51400245706}, {combination_id=49, sum=76.80366895737893}, {combination_id=56, sum=247001.07666319484}, {combination_id=57, sum=783.1300064632716}, {combination_id=112, sum=20263.447759517363}, {combination_id=113, sum=85.41831059821644}, {combination_id=120, sum=5296.0353900386}, {combination_id=121, sum=66.77353397214776}]",CIV_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e0,CIV,"[{combination_id=1, sum=16883.546654854363}, {combination_id=2, sum=247.15418687122926}, {combination_id=3, sum=80.64646687911339}, {combination_id=8, sum=71104.76425744001}, {combination_id=9, sum=5536.593574894256}, {combination_id=10, sum=79.08877110064907}, {combination_id=11, sum=2.751028001308441}, {combination_id=16, sum=2175420.211620096}, {combination_id=17, sum=190841.30814424402}, {combination_id=18, sum=242.9883753475459}, {combination_id=19, sum=54.29934938251972}, {combination_id=24, sum=1670356.8650464858}, {combination_id=25, sum=63911.69412564255}, {combination_id=26, sum=171.14968117605895}, {combination_id=27, sum=4.542742039076984}, {combination_id=32, sum=1032.7566090397945}, {combination_id=40, sum=396.1099138236463}, {combination_id=48, sum=109396.34070519907}, {combination_id=49, sum=13.606172480904863}, {combination_id=56, sum=1722367.4148027252}, {combination_id=57, sum=32276.633176683346}, {combination_id=64, sum=180.4804877769202}, {combination_id=65, sum=4.710508048534393}, {combination_id=72, sum=458.2792801595642}, {combination_id=73, sum=2.8952330499887466}, {combination_id=80, sum=55490.559231389314}, {combination_id=81, sum=55887.17485079868}, {combination_id=88, sum=8559.343498988543}, {combination_id=89, sum=4.648075927514583}, {combination_id=96, sum=593.9199091962073}, {combination_id=104, sum=1892.6384589733968}, {combination_id=112, sum=78996.43068302858}, {combination_id=113, sum=626.2233598406156}, {combination_id=120, sum=294278.43094252096}, {combination_id=121, sum=7202.120953978255}]",CIV_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e1,CIV,"[{combination_id=49, sum=0.0031569803462308996}, {combination_id=56, sum=0.005107890127920637}, {combination_id=120, sum=287.8802794204623}, {combination_id=121, sum=29.050652947794536}]",CIV_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ed,SYR,"[{combination_id=1, sum=56.71683880110071}, {combination_id=2, sum=908.8154694564349}, {combination_id=3, sum=6.879882730587441}, {combination_id=8, sum=207039.16509409345}, {combination_id=9, sum=344.6298989561287}, {combination_id=16, sum=34366.75869649991}, {combination_id=17, sum=945.3993573337793}, {combination_id=24, sum=147220.4911728935}, {combination_id=25, sum=1648.383715255186}, {combination_id=40, sum=15152.599566033656}, {combination_id=41, sum=19.501053303799264}, {combination_id=48, sum=843734.5435382343}, {combination_id=49, sum=26007.22099012509}, {combination_id=56, sum=1292605.698720446}, {combination_id=57, sum=11698.000721448594}, {combination_id=72, sum=27811.375363791452}, {combination_id=80, sum=116.87488860793266}, {combination_id=88, sum=18591.387146010995}, {combination_id=104, sum=3351.0181665484233}, {combination_id=105, sum=1.137662529518061}, {combination_id=112, sum=3097.961337858811}, {combination_id=120, sum=113979.73895955624}, {combination_id=121, sum=2137.5393268465996}, {combination_id=128, sum=2.4442157927681416}, {combination_id=136, sum=1076.3640524251166}, {combination_id=144, sum=39111.0736699486}, {combination_id=145, sum=240.1818765066564}, {combination_id=152, sum=143565.54694456694}, {combination_id=153, sum=1283.9608903927729}, {combination_id=168, sum=180.81921488530202}, {combination_id=176, sum=142846.02303575943}, {combination_id=177, sum=2491.782136656344}, {combination_id=184, sum=561472.7845786493}, {combination_id=185, sum=21124.1539598118}, {combination_id=200, sum=0.8305099979043007}, {combination_id=208, sum=150.18509274721146}, {combination_id=216, sum=2006.0786341112107}, {combination_id=240, sum=622.7811523613054}, {combination_id=241, sum=0.10362999886274338}, {combination_id=248, sum=20796.905722370604}, {combination_id=249, sum=24.92373801395297}]",SYR_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ee,SYR,"[{combination_id=1, sum=157.02529872837022}, {combination_id=2, sum=429.1606981589368}, {combination_id=3, sum=4.410385079681873}, {combination_id=8, sum=279897.4879837127}, {combination_id=9, sum=1614.1454131212085}, {combination_id=10, sum=4.22100100143283}, {combination_id=16, sum=138087.83300324538}, {combination_id=17, sum=146.02521448817615}, {combination_id=18, sum=351.05952430951834}, {combination_id=19, sum=27.437603730781404}, {combination_id=24, sum=69793.48273592256}, {combination_id=25, sum=1523.8302011261694}, {combination_id=32, sum=135.79057774692774}, {combination_id=40, sum=23235.003269907167}, {combination_id=41, sum=1514.0602708068234}, {combination_id=48, sum=75854.30747596451}, {combination_id=49, sum=1645.7242994830012}, {combination_id=56, sum=1999181.4570888695}, {combination_id=57, sum=49996.464801253205}, {combination_id=64, sum=8435.328353719362}, {combination_id=72, sum=153482.11339240367}, {combination_id=73, sum=54.15294283814728}, {combination_id=80, sum=17543.143719380903}, {combination_id=81, sum=17.30544203519821}, {combination_id=82, sum=2.6387129426002502}, {combination_id=88, sum=104950.50531302462}, {combination_id=89, sum=5095.551512583159}, {combination_id=104, sum=9563.81510953512}, {combination_id=105, sum=2.0701459795236588}, {combination_id=112, sum=1559.6153153911087}, {combination_id=120, sum=528614.0341655139}, {combination_id=121, sum=24107.05101592172}, {combination_id=128, sum=0.3318649110840816}, {combination_id=144, sum=285.4834528520995}, {combination_id=146, sum=278.30323323268516}, {combination_id=176, sum=15920.981082572422}, {combination_id=177, sum=42.57243308797479}, {combination_id=184, sum=474159.8428103093}, {combination_id=185, sum=7050.55284111317}, {combination_id=240, sum=1842.8474229734857}, {combination_id=241, sum=0.02721400000154972}, {combination_id=248, sum=67337.87628683384}, {combination_id=249, sum=616.0563822411932}]",SYR_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ef,SYR,"[{combination_id=56, sum=38127.2397225818}, {combination_id=57, sum=74952.53080382539}, {combination_id=120, sum=1345.3242697790265}, {combination_id=121, sum=2945.1113131567836}, {combination_id=184, sum=18360.890185456057}, {combination_id=185, sum=49451.35797505629}, {combination_id=248, sum=2388.311607641168}, {combination_id=249, sum=6287.975366460392}]",SYR_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f0,SYR,"[{combination_id=56, sum=404219.0277123909}, {combination_id=57, sum=101739.48401455847}, {combination_id=120, sum=118872.38753299105}, {combination_id=121, sum=51786.84252775817}, {combination_id=184, sum=145776.2033089334}, {combination_id=185, sum=43323.845150064444}, {combination_id=248, sum=57514.51834773131}, {combination_id=249, sum=7030.584038917208}]",SYR_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000319,SWZ,"[{combination_id=1, sum=162.914917497008}, {combination_id=4, sum=22097.29994103716}, {combination_id=5, sum=17.052577994993044}, {combination_id=8, sum=83869.81910241875}, {combination_id=9, sum=508.0698560724716}, {combination_id=12, sum=54213.56224096172}, {combination_id=13, sum=68.8754850633195}, {combination_id=16, sum=11357.65632592246}, {combination_id=17, sum=38.060785984147515}, {combination_id=20, sum=6077.926582137804}, {combination_id=21, sum=2.754472033586353}, {combination_id=24, sum=5432.827378253969}, {combination_id=25, sum=81.37017501553055}, {combination_id=28, sum=21816.582188385248}, {combination_id=29, sum=8.782889038498979}, {combination_id=32, sum=4190.388118578832}, {combination_id=33, sum=47.43696625303216}, {combination_id=36, sum=10397.580549871958}, {combination_id=37, sum=1.941920013166964}, {combination_id=40, sum=690.217053730502}, {combination_id=41, sum=43.74766253674663}, {combination_id=44, sum=30023.671203040234}, {combination_id=45, sum=54.15875703412894}, {combination_id=52, sum=1592.4136078131432}, {combination_id=53, sum=6.600909774932171}, {combination_id=60, sum=12170.34465453243}, {combination_id=61, sum=89.96927892400527}, {combination_id=64, sum=41448.78790207828}, {combination_id=65, sum=75.62684316246305}, {combination_id=68, sum=4692.866979445691}, {combination_id=69, sum=13.897261038422585}, {combination_id=72, sum=29906.937942497585}, {combination_id=73, sum=72.89996428278391}, {combination_id=76, sum=17718.293352001725}, {combination_id=77, sum=6.710796061903238}, {combination_id=80, sum=13680.064370824013}, {combination_id=81, sum=5.0303950236411765}, {combination_id=84, sum=217.7174568632948}, {combination_id=85, sum=1.1987469838932157}, {combination_id=88, sum=8525.711556095075}, {combination_id=89, sum=58.49907485917356}, {combination_id=92, sum=1857.7066485106725}, {combination_id=93, sum=8.64180400816258}, {combination_id=96, sum=88.48952893000387}, {combination_id=97, sum=0.3527940041385591}, {combination_id=100, sum=3756.5997440966603}, {combination_id=101, sum=14.460410028394108}, {combination_id=104, sum=3033.818418984979}, {combination_id=105, sum=4.034215996929561}, {combination_id=108, sum=9274.571699249012}, {combination_id=109, sum=35.178870043266215}, {combination_id=116, sum=905.680278427508}, {combination_id=117, sum=6.339685976763576}, {combination_id=124, sum=5241.455427318246}, {combination_id=125, sum=64.03480192647112}, {combination_id=128, sum=6.733837040141225}, {combination_id=144, sum=15.267103006597608}, {combination_id=145, sum=2.153761932393536}, {combination_id=156, sum=54.602397715483676}, {combination_id=164, sum=24.522091049904702}, {combination_id=172, sum=252.18050838109048}, {combination_id=180, sum=471.73949144859944}, {combination_id=188, sum=661.300829073778}, {combination_id=228, sum=12.565123053325806}, {combination_id=236, sum=111.1704958488699}, {combination_id=244, sum=19.43472213788482}, {combination_id=252, sum=247.76858547919983}]",SWZ_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000393,CHE,"[{combination_id=1, sum=121.81209037464578}, {combination_id=8, sum=172051.23005798258}, {combination_id=9, sum=9578.483435883103}, {combination_id=16, sum=268372.83681374736}, {combination_id=17, sum=8888.417602565187}, {combination_id=24, sum=1060127.9204908314}, {combination_id=25, sum=54061.27184068755}, {combination_id=72, sum=3511.04389239874}, {combination_id=73, sum=869.4189904767684}, {combination_id=80, sum=182.98601863290693}, {combination_id=81, sum=0.10243400069123254}, {combination_id=88, sum=11302.940089261383}, {combination_id=89, sum=345.5769111118891}, {combination_id=128, sum=2.792661987085012}, {combination_id=136, sum=120.22029477572141}, {combination_id=137, sum=2.0036269556730986}, {combination_id=144, sum=35.058227030770354}, {combination_id=145, sum=2.123420986579731}, {combination_id=152, sum=19.30855793820524}, {combination_id=153, sum=0.02745399996638298}]",CHE_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000394,CHE,"[{combination_id=1, sum=0.2381050055846572}, {combination_id=8, sum=1085.8432130230976}, {combination_id=9, sum=63.003789507866244}, {combination_id=16, sum=844.337611790825}, {combination_id=17, sum=0.7725529918097891}, {combination_id=24, sum=99.51754378719352}, {combination_id=25, sum=4.037821014628207}, {combination_id=80, sum=36.096301054206165}, {combination_id=88, sum=29.468698961522136}, {combination_id=128, sum=0.11824099794466747}, {combination_id=144, sum=0.54446300771815}]",CHE_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
